Date,Ticker,Price
2023-06-14,BEL,118.19783020019533
2023-06-15,BEL,118.73332214355467
2023-06-16,BEL,121.89759063720705
2023-06-19,BEL,121.55682373046876
2023-06-20,BEL,121.84891510009766
2023-06-21,BEL,119.56089782714844
2023-06-22,BEL,120.19375610351562
2023-06-23,BEL,116.88343811035156
2023-06-26,BEL,118.19783020019533
2023-06-27,BEL,115.27696228027344
2023-06-28,BEL,117.56497955322266
2023-06-30,BEL,122.43309020996094
2023-07-03,BEL,120.48583221435548
2023-07-04,BEL,118.8306884765625
2023-07-05,BEL,118.53858947753906
2023-07-06,BEL,121.50814819335938
2023-07-07,BEL,120.7779312133789
2023-07-10,BEL,119.75562286376952
2023-07-11,BEL,124.0395736694336
2023-07-12,BEL,124.282958984375
2023-07-13,BEL,122.1896743774414
2023-07-14,BEL,123.79615783691406
2023-07-17,BEL,123.79615783691406
2023-07-18,BEL,123.74748229980467
2023-07-19,BEL,123.55274963378906
2023-07-20,BEL,122.6764907836914
2023-07-21,BEL,121.6541748046875
2023-07-24,BEL,122.6764907836914
2023-07-25,BEL,123.69879913330078
2023-07-26,BEL,122.6764907836914
2023-07-27,BEL,123.89351654052734
2023-07-28,BEL,126.71701049804688
2023-07-31,BEL,127.25252532958984
2023-08-01,BEL,127.00910949707033
2023-08-02,BEL,122.04364013671876
2023-08-03,BEL,121.36209106445312
2023-08-04,BEL,124.23429870605467
2023-08-07,BEL,125.1592254638672
2023-08-08,BEL,125.74340057373048
2023-08-09,BEL,128.2261505126953
2023-08-10,BEL,125.9867935180664
2023-08-11,BEL,128.56690979003906
2023-08-14,BEL,127.05779266357422
2023-08-16,BEL,127.83670806884766
2023-08-17,BEL,125.88050079345705
2023-08-18,BEL,124.36447143554688
2023-08-21,BEL,126.41847229003906
2023-08-22,BEL,130.37974548339844
2023-08-23,BEL,130.47752380371094
2023-08-24,BEL,131.45562744140625
